0,AIOneName,AIOneDiff,AITwoName,AITwoDiff,WhoWentFirst,WinnerName,WinnerDiff,WinnerSymbol
737,AI_1,1,AI_2,0,0,AI_1,1,X
738,AI_1,0,AI_2,1,1,TIE,N/A,N/A
739,AI_1,1,AI_2,1,0,TIE,N/A,N/A
740,AI_1,0,AI_2,0,1,AI_1,0,X
741,AI_1,1,AI_2,1,0,TIE,N/A,N/A
742,AI_1,2,AI_2,2,0,TIE,N/A,N/A
743,AI_1,0,AI_2,2,1,AI_2,2,O
744,AI_1,0,AI_2,2,0,TIE,N/A,N/A
745,AI_1,2,AI_2,0,0,AI_1,2,X
746,AI_1,2,AI_2,0,1,AI_2,0,O
747,AI_1,1,AI_2,0,1,AI_2,0,O
748,AI_1,2,AI_2,1,0,TIE,N/A,N/A
749,AI_1,2,AI_2,0,0,AI_2,0,O
750,AI_1,1,AI_2,0,0,AI_2,0,O
751,AI_1,1,AI_2,0,1,AI_2,0,O
752,AI_1,0,AI_2,2,1,AI_2,2,O
753,AI_1,2,AI_2,1,0,TIE,N/A,N/A
754,AI_1,0,AI_2,0,0,AI_2,0,O
755,AI_1,1,AI_2,0,0,AI_1,1,X
756,AI_1,1,AI_2,0,0,AI_1,1,X
757,AI_1,1,AI_2,1,1,TIE,N/A,N/A
758,AI_1,2,AI_2,1,1,TIE,N/A,N/A
759,AI_1,2,AI_2,0,1,AI_2,0,O
760,AI_1,1,AI_2,2,1,AI_2,2,O
761,AI_1,0,AI_2,0,0,AI_2,0,O
762,AI_1,0,AI_2,2,0,TIE,N/A,N/A
